,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
1626,"Delhi, India",2015-02-06,Silver,Fuel,Female,70556,2015,2
1627,"Bengaluru, India",2014-04-09,Silver,Food,Female,155285,2014,4
1628,"Delhi, India",2014-05-27,Silver,Grocery,Female,211586,2014,5
1629,"Greater Mumbai, India",2014-11-12,Platinum,Entertainment,Female,95213,2014,11
1630,"Greater Mumbai, India",2015-05-20,Platinum,Grocery,Male,219695,2015,5
1631,"Delhi, India",2014-09-07,Gold,Food,Male,238133,2014,9
1632,"Delhi, India",2014-06-07,Gold,Food,Male,219839,2014,6
1633,"Greater Mumbai, India",2015-03-06,Gold,Grocery,Male,96470,2015,3
1634,"Delhi, India",2015-03-04,Platinum,Bills,Male,92367,2015,3
1635,"Greater Mumbai, India",2014-06-16,Signature,Grocery,Female,242551,2014,6
1636,"Delhi, India",2015-05-13,Signature,Grocery,Male,183035,2015,5
1637,"Delhi, India",2013-11-29,Signature,Food,Male,295910,2013,11
1638,"Greater Mumbai, India",2015-05-13,Platinum,Bills,Male,185838,2015,5
1639,"Greater Mumbai, India",2015-01-11,Silver,Fuel,Female,5904,2015,1
1640,"Greater Mumbai, India",2013-11-27,Gold,Food,Male,28977,2013,11
1641,"Ahmedabad, India",2014-04-20,Platinum,Grocery,Female,12418,2014,4
1642,"Bengaluru, India",2015-03-30,Gold,Bills,Female,129648,2015,3
1643,"Delhi, India",2015-05-22,Gold,Entertainment,Male,298651,2015,5
1644,"Ahmedabad, India",2014-01-26,Silver,Grocery,Female,115901,2014,1
1645,"Ahmedabad, India",2015-03-04,Signature,Bills,Female,187115,2015,3
1646,"Delhi, India",2015-04-15,Signature,Grocery,Male,173434,2015,4
1647,"Ahmedabad, India",2013-10-13,Gold,Bills,Female,238211,2013,10
1648,"Delhi, India",2013-12-23,Signature,Bills,Male,85606,2013,12
1649,"Bengaluru, India",2014-09-07,Signature,Food,Male,69425,2014,9
1650,"Ahmedabad, India",2014-10-24,Silver,Entertainment,Male,31959,2014,10
1651,"Bengaluru, India",2015-05-02,Signature,Food,Male,46999,2015,5
1652,"Ahmedabad, India",2014-12-25,Platinum,Entertainment,Female,38358,2014,12
1653,"Greater Mumbai, India",2015-02-21,Signature,Fuel,Female,161706,2015,2
1654,"Delhi, India",2014-06-05,Platinum,Grocery,Male,85513,2014,6
1655,"Delhi, India",2014-08-08,Silver,Food,Female,226766,2014,8
1656,"Ahmedabad, India",2013-10-08,Signature,Fuel,Female,57789,2013,10
1657,"Ahmedabad, India",2014-11-26,Gold,Bills,Female,158466,2014,11
1658,"Greater Mumbai, India",2014-01-16,Platinum,Entertainment,Male,123357,2014,1
1659,"Bengaluru, India",2014-06-27,Gold,Grocery,Female,294087,2014,6
1660,"Greater Mumbai, India",2014-05-29,Silver,Fuel,Male,251416,2014,5
1661,"Greater Mumbai, India",2014-02-24,Platinum,Entertainment,Female,13302,2014,2
1662,"Greater Mumbai, India",2014-08-25,Platinum,Food,Male,82439,2014,8
1663,"Ahmedabad, India",2014-06-01,Platinum,Entertainment,Female,148121,2014,6
1664,"Greater Mumbai, India",2015-01-18,Signature,Entertainment,Male,121419,2015,1
1665,"Bengaluru, India",2014-08-09,Gold,Fuel,Male,131161,2014,8
1666,"Delhi, India",2014-03-21,Gold,Grocery,Female,34086,2014,3
1667,"Greater Mumbai, India",2014-07-02,Signature,Fuel,Female,176483,2014,7
1668,"Delhi, India",2014-11-17,Gold,Entertainment,Female,5896,2014,11
1669,"Delhi, India",2014-04-17,Gold,Bills,Male,276819,2014,4
1670,"Bengaluru, India",2015-02-05,Gold,Bills,Male,7448,2015,2
1671,"Ahmedabad, India",2014-09-11,Signature,Bills,Male,80225,2014,9
1672,"Greater Mumbai, India",2015-04-12,Silver,Fuel,Male,20961,2015,4
1673,"Bengaluru, India",2014-02-02,Gold,Fuel,Female,268556,2014,2
1674,"Bengaluru, India",2014-12-08,Gold,Grocery,Male,175845,2014,12
1675,"Bengaluru, India",2014-06-01,Silver,Bills,Female,233530,2014,6
1676,"Delhi, India",2015-01-06,Platinum,Entertainment,Male,287753,2015,1
1677,"Delhi, India",2014-10-24,Silver,Fuel,Female,43230,2014,10
1678,"Bengaluru, India",2015-02-23,Signature,Entertainment,Female,66584,2015,2
1679,"Ahmedabad, India",2014-02-05,Signature,Fuel,Female,277145,2014,2
1680,"Delhi, India",2014-05-30,Platinum,Entertainment,Male,60958,2014,5
1681,"Ahmedabad, India",2014-10-12,Platinum,Grocery,Male,207126,2014,10
1682,"Ahmedabad, India",2014-11-04,Signature,Food,Female,48749,2014,11
1683,"Greater Mumbai, India",2014-04-06,Silver,Bills,Female,277106,2014,4
1684,"Ahmedabad, India",2014-11-03,Signature,Food,Male,118161,2014,11
1685,"Bengaluru, India",2015-04-06,Gold,Fuel,Female,128828,2015,4
1686,"Greater Mumbai, India",2014-03-23,Signature,Grocery,Male,147184,2014,3
1687,"Delhi, India",2014-04-05,Silver,Food,Female,90855,2014,4
1688,"Ahmedabad, India",2015-01-06,Gold,Entertainment,Female,234227,2015,1
1689,"Bengaluru, India",2014-04-07,Platinum,Entertainment,Male,104924,2014,4
1690,"Delhi, India",2015-02-09,Gold,Food,Female,219139,2015,2
1691,"Bengaluru, India",2014-07-08,Signature,Fuel,Male,220567,2014,7
1692,"Greater Mumbai, India",2014-06-19,Gold,Entertainment,Female,76473,2014,6
1693,"Greater Mumbai, India",2013-10-04,Platinum,Grocery,Female,22708,2013,10
1694,"Bengaluru, India",2014-03-29,Signature,Grocery,Female,280971,2014,3
1695,"Ahmedabad, India",2014-07-08,Platinum,Grocery,Female,141760,2014,7
1696,"Greater Mumbai, India",2014-11-20,Signature,Bills,Female,123927,2014,11
1697,"Ahmedabad, India",2014-12-12,Silver,Entertainment,Male,61427,2014,12
1698,"Delhi, India",2014-10-02,Silver,Bills,Male,51382,2014,10
1699,"Ahmedabad, India",2014-08-17,Platinum,Fuel,Female,269743,2014,8
1700,"Delhi, India",2014-10-20,Platinum,Bills,Female,104031,2014,10
1701,"Greater Mumbai, India",2013-11-08,Signature,Bills,Female,67078,2013,11
1702,"Delhi, India",2014-07-09,Signature,Entertainment,Female,15446,2014,7
1703,"Ahmedabad, India",2014-06-10,Signature,Grocery,Male,289917,2014,6
1704,"Bengaluru, India",2014-09-16,Signature,Food,Female,123922,2014,9
1705,"Bengaluru, India",2015-01-23,Silver,Food,Male,23427,2015,1
1706,"Delhi, India",2015-04-25,Gold,Food,Male,175390,2015,4
1707,"Bengaluru, India",2015-04-07,Gold,Fuel,Male,118845,2015,4
1708,"Delhi, India",2015-02-06,Gold,Fuel,Male,290501,2015,2
1709,"Delhi, India",2015-05-23,Gold,Grocery,Female,72984,2015,5
1710,"Bengaluru, India",2014-11-29,Silver,Food,Female,298166,2014,11
1711,"Greater Mumbai, India",2014-10-07,Platinum,Entertainment,Male,175939,2014,10
1712,"Delhi, India",2014-02-18,Signature,Grocery,Female,150308,2014,2
1713,"Greater Mumbai, India",2014-06-24,Silver,Grocery,Male,186636,2014,6
1714,"Bengaluru, India",2014-10-15,Signature,Fuel,Male,257240,2014,10
1715,"Ahmedabad, India",2015-01-05,Signature,Food,Female,289501,2015,1
1716,"Bengaluru, India",2015-02-25,Silver,Fuel,Female,276345,2015,2
1717,"Delhi, India",2013-10-21,Platinum,Bills,Female,12303,2013,10
1718,"Greater Mumbai, India",2014-03-22,Gold,Grocery,Male,274222,2014,3
1719,"Ahmedabad, India",2013-11-15,Signature,Fuel,Female,35473,2013,11
1720,"Bengaluru, India",2014-07-16,Silver,Bills,Male,185943,2014,7
1721,"Greater Mumbai, India",2013-11-30,Platinum,Entertainment,Male,30474,2013,11
1722,"Delhi, India",2015-03-14,Platinum,Grocery,Female,185060,2015,3
1723,"Greater Mumbai, India",2014-09-21,Platinum,Grocery,Male,57722,2014,9
1724,"Bengaluru, India",2014-12-18,Silver,Fuel,Female,165437,2014,12
1725,"Greater Mumbai, India",2014-05-14,Gold,Grocery,Female,188012,2014,5
1726,"Ahmedabad, India",2015-01-20,Gold,Entertainment,Male,272746,2015,1
1727,"Greater Mumbai, India",2015-02-11,Silver,Entertainment,Female,281240,2015,2
1728,"Ahmedabad, India",2014-11-24,Silver,Fuel,Male,221640,2014,11
1729,"Greater Mumbai, India",2015-04-09,Platinum,Fuel,Female,34586,2015,4
1730,"Delhi, India",2014-09-30,Platinum,Entertainment,Male,157971,2014,9
1731,"Bengaluru, India",2013-10-15,Platinum,Bills,Female,154996,2013,10
1732,"Greater Mumbai, India",2014-11-05,Silver,Entertainment,Female,184101,2014,11
1733,"Ahmedabad, India",2014-10-03,Signature,Bills,Male,70283,2014,10
1734,"Greater Mumbai, India",2015-03-16,Silver,Bills,Female,224110,2015,3
1735,"Delhi, India",2014-11-26,Gold,Entertainment,Male,217746,2014,11
1736,"Bengaluru, India",2014-03-26,Gold,Entertainment,Female,126069,2014,3
1737,"Bengaluru, India",2014-01-23,Silver,Bills,Male,163645,2014,1
1738,"Bengaluru, India",2014-12-17,Silver,Entertainment,Female,35361,2014,12
1739,"Delhi, India",2015-01-20,Gold,Fuel,Male,50383,2015,1
1740,"Bengaluru, India",2014-10-30,Silver,Entertainment,Female,178730,2014,10
1741,"Delhi, India",2014-02-21,Silver,Entertainment,Female,219138,2014,2
1742,"Bengaluru, India",2014-03-13,Gold,Entertainment,Male,40780,2014,3
1743,"Delhi, India",2015-01-04,Silver,Bills,Male,234115,2015,1
1744,"Delhi, India",2015-01-01,Signature,Entertainment,Female,206102,2015,1
1745,"Greater Mumbai, India",2015-05-07,Gold,Fuel,Female,13317,2015,5
1746,"Bengaluru, India",2014-03-24,Gold,Entertainment,Male,91740,2014,3
1747,"Greater Mumbai, India",2014-09-06,Platinum,Food,Female,170287,2014,9
1748,"Greater Mumbai, India",2015-04-30,Signature,Food,Female,238124,2015,4
1749,"Ahmedabad, India",2014-07-02,Platinum,Grocery,Male,19595,2014,7
1750,"Delhi, India",2014-12-10,Platinum,Fuel,Female,240184,2014,12
1751,"Ahmedabad, India",2014-02-13,Signature,Food,Female,3139,2014,2
1752,"Greater Mumbai, India",2015-01-15,Signature,Bills,Male,262781,2015,1
1753,"Greater Mumbai, India",2014-03-11,Platinum,Grocery,Female,52518,2014,3
1754,"Bengaluru, India",2015-03-03,Gold,Food,Male,197863,2015,3
1755,"Greater Mumbai, India",2015-02-24,Platinum,Entertainment,Female,154174,2015,2
1756,"Delhi, India",2014-09-19,Gold,Food,Male,69057,2014,9
1757,"Bengaluru, India",2014-06-24,Gold,Fuel,Female,154426,2014,6
1758,"Delhi, India",2014-07-15,Platinum,Food,Female,79357,2014,7
1759,"Ahmedabad, India",2014-08-26,Gold,Bills,Female,241270,2014,8
1760,"Bengaluru, India",2013-10-29,Signature,Grocery,Male,120392,2013,10
1761,"Delhi, India",2014-02-01,Platinum,Entertainment,Female,147623,2014,2
1762,"Bengaluru, India",2014-07-20,Signature,Fuel,Female,44309,2014,7
1763,"Greater Mumbai, India",2014-02-13,Gold,Food,Female,135046,2014,2
1764,"Greater Mumbai, India",2014-07-12,Signature,Entertainment,Female,182842,2014,7
1765,"Delhi, India",2015-05-24,Silver,Bills,Male,218802,2015,5
1766,"Ahmedabad, India",2014-11-17,Gold,Grocery,Female,186760,2014,11
1767,"Greater Mumbai, India",2014-03-19,Signature,Entertainment,Female,28239,2014,3
1768,"Delhi, India",2013-12-09,Gold,Fuel,Female,254783,2013,12
1769,"Ahmedabad, India",2015-04-16,Signature,Food,Male,242034,2015,4
1770,"Delhi, India",2014-04-09,Platinum,Bills,Female,92174,2014,4
1771,"Ahmedabad, India",2014-08-28,Gold,Fuel,Male,261278,2014,8
1772,"Greater Mumbai, India",2014-02-21,Gold,Fuel,Male,96495,2014,2
1773,"Delhi, India",2014-10-31,Platinum,Entertainment,Female,205571,2014,10
1774,"Bengaluru, India",2014-04-04,Platinum,Food,Female,207861,2014,4
1775,"Greater Mumbai, India",2014-07-26,Silver,Bills,Male,92277,2014,7
1776,"Ahmedabad, India",2014-09-07,Gold,Grocery,Female,231658,2014,9
1777,"Greater Mumbai, India",2013-12-19,Platinum,Entertainment,Male,57864,2013,12
1778,"Bengaluru, India",2015-05-16,Gold,Grocery,Male,233351,2015,5
1779,"Greater Mumbai, India",2014-12-18,Silver,Fuel,Male,105425,2014,12
1780,"Greater Mumbai, India",2015-04-22,Gold,Grocery,Female,279143,2015,4
1781,"Ahmedabad, India",2014-02-07,Signature,Grocery,Male,251798,2014,2
1782,"Greater Mumbai, India",2015-03-20,Silver,Bills,Female,2543,2015,3
1783,"Ahmedabad, India",2014-04-11,Gold,Entertainment,Male,248754,2014,4
1784,"Greater Mumbai, India",2014-10-29,Gold,Fuel,Male,1904,2014,10
1785,"Ahmedabad, India",2015-04-10,Silver,Grocery,Female,98859,2015,4
1786,"Bengaluru, India",2014-06-19,Signature,Bills,Female,105009,2014,6
1787,"Bengaluru, India",2014-10-13,Silver,Bills,Male,125813,2014,10
1788,"Delhi, India",2014-10-17,Silver,Grocery,Male,254580,2014,10
1789,"Greater Mumbai, India",2013-11-03,Signature,Food,Female,114085,2013,11
1790,"Delhi, India",2014-04-15,Gold,Grocery,Female,95167,2014,4
1791,"Ahmedabad, India",2014-09-03,Signature,Bills,Female,199496,2014,9
1792,"Delhi, India",2014-01-12,Gold,Entertainment,Male,278201,2014,1
1793,"Delhi, India",2014-04-11,Signature,Bills,Female,290333,2014,4
1794,"Delhi, India",2015-01-13,Silver,Entertainment,Male,254753,2015,1
1795,"Delhi, India",2014-03-06,Platinum,Fuel,Female,142842,2014,3
1796,"Ahmedabad, India",2014-08-16,Platinum,Grocery,Female,129704,2014,8
1797,"Ahmedabad, India",2014-09-14,Signature,Food,Female,61115,2014,9
1798,"Greater Mumbai, India",2014-03-06,Platinum,Entertainment,Female,134548,2014,3
1799,"Bengaluru, India",2014-07-29,Gold,Grocery,Male,224421,2014,7
1800,"Delhi, India",2014-05-10,Silver,Fuel,Male,35876,2014,5
1801,"Ahmedabad, India",2014-10-14,Gold,Bills,Female,92188,2014,10
1802,"Bengaluru, India",2013-12-02,Platinum,Bills,Male,264781,2013,12
1803,"Greater Mumbai, India",2015-05-19,Silver,Bills,Female,29791,2015,5
1804,"Greater Mumbai, India",2013-11-06,Silver,Grocery,Male,141476,2013,11
1805,"Bengaluru, India",2014-04-25,Signature,Bills,Female,176316,2014,4
1806,"Ahmedabad, India",2014-12-09,Gold,Grocery,Female,42413,2014,12
1807,"Greater Mumbai, India",2014-03-26,Signature,Grocery,Male,212915,2014,3
1808,"Ahmedabad, India",2013-11-10,Gold,Bills,Male,163200,2013,11
1809,"Greater Mumbai, India",2014-07-06,Platinum,Entertainment,Female,39425,2014,7
1810,"Greater Mumbai, India",2014-08-06,Gold,Food,Male,35073,2014,8
1811,"Bengaluru, India",2014-02-27,Signature,Grocery,Male,128602,2014,2
1812,"Greater Mumbai, India",2015-03-13,Gold,Entertainment,Female,181935,2015,3
1813,"Greater Mumbai, India",2013-11-09,Platinum,Entertainment,Male,275854,2013,11
1814,"Greater Mumbai, India",2014-06-25,Platinum,Grocery,Male,236289,2014,6
1815,"Ahmedabad, India",2013-10-18,Signature,Fuel,Male,277592,2013,10
1816,"Greater Mumbai, India",2014-07-15,Platinum,Entertainment,Female,3278,2014,7
1817,"Bengaluru, India",2015-02-21,Signature,Entertainment,Male,74649,2015,2
1818,"Ahmedabad, India",2015-01-02,Gold,Food,Male,270197,2015,1
1819,"Ahmedabad, India",2014-12-14,Platinum,Bills,Female,117375,2014,12
1820,"Ahmedabad, India",2014-12-26,Signature,Bills,Male,221335,2014,12
1821,"Bengaluru, India",2014-08-04,Platinum,Grocery,Male,252035,2014,8
1822,"Bengaluru, India",2014-04-13,Silver,Fuel,Female,293132,2014,4
1823,"Ahmedabad, India",2013-11-01,Silver,Fuel,Male,215066,2013,11
1824,"Greater Mumbai, India",2014-07-31,Platinum,Grocery,Male,93661,2014,7
1825,"Bengaluru, India",2014-10-25,Gold,Entertainment,Female,49100,2014,10
1826,"Delhi, India",2014-04-10,Signature,Entertainment,Female,68466,2014,4
1827,"Ahmedabad, India",2014-10-26,Platinum,Grocery,Male,57057,2014,10
1828,"Bengaluru, India",2014-09-01,Signature,Food,Female,135425,2014,9
1829,"Ahmedabad, India",2014-05-23,Silver,Fuel,Male,34939,2014,5
1830,"Bengaluru, India",2014-03-08,Gold,Grocery,Female,206614,2014,3
1831,"Bengaluru, India",2014-07-09,Silver,Entertainment,Male,120863,2014,7
1832,"Ahmedabad, India",2015-01-16,Platinum,Bills,Female,185700,2015,1
1833,"Delhi, India",2014-05-28,Signature,Bills,Male,9440,2014,5
1834,"Bengaluru, India",2014-04-04,Platinum,Fuel,Female,87029,2014,4
1835,"Delhi, India",2014-11-13,Silver,Bills,Female,101809,2014,11
1836,"Greater Mumbai, India",2014-04-17,Signature,Food,Female,172956,2014,4
1837,"Ahmedabad, India",2015-03-16,Signature,Grocery,Female,193813,2015,3
1838,"Bengaluru, India",2015-02-08,Signature,Bills,Female,185228,2015,2
1839,"Ahmedabad, India",2014-02-12,Gold,Fuel,Female,128727,2014,2
1840,"Ahmedabad, India",2014-07-11,Signature,Grocery,Female,216019,2014,7
1841,"Bengaluru, India",2014-03-05,Gold,Food,Male,51167,2014,3
1842,"Ahmedabad, India",2013-11-23,Gold,Grocery,Male,290446,2013,11
1843,"Greater Mumbai, India",2014-05-13,Signature,Bills,Male,288383,2014,5
1844,"Bengaluru, India",2013-12-30,Silver,Bills,Male,227526,2013,12
1845,"Greater Mumbai, India",2013-10-14,Silver,Grocery,Female,42945,2013,10
1846,"Greater Mumbai, India",2015-05-19,Signature,Fuel,Male,128081,2015,5
1847,"Greater Mumbai, India",2015-01-23,Gold,Grocery,Female,96476,2015,1
1848,"Bengaluru, India",2013-12-03,Silver,Food,Male,73409,2013,12
1849,"Greater Mumbai, India",2015-03-09,Silver,Food,Male,149492,2015,3
1850,"Greater Mumbai, India",2015-03-06,Gold,Food,Male,282583,2015,3
1851,"Delhi, India",2014-05-03,Platinum,Food,Male,7311,2014,5
1852,"Bengaluru, India",2014-04-23,Gold,Entertainment,Male,183801,2014,4
1853,"Greater Mumbai, India",2014-10-11,Signature,Grocery,Female,210848,2014,10
1854,"Ahmedabad, India",2013-12-18,Silver,Fuel,Female,80139,2013,12
1855,"Bengaluru, India",2014-11-01,Silver,Bills,Female,168555,2014,11
1856,"Delhi, India",2014-07-18,Gold,Fuel,Female,41221,2014,7
1857,"Ahmedabad, India",2014-02-08,Gold,Fuel,Male,240556,2014,2
1858,"Bengaluru, India",2014-01-18,Platinum,Food,Male,27650,2014,1
1859,"Bengaluru, India",2015-04-27,Silver,Entertainment,Female,185153,2015,4
1860,"Delhi, India",2014-02-22,Gold,Bills,Male,164838,2014,2
1861,"Bengaluru, India",2014-08-25,Gold,Fuel,Male,160186,2014,8
1862,"Bengaluru, India",2014-09-07,Gold,Fuel,Male,277317,2014,9
1863,"Greater Mumbai, India",2015-04-29,Gold,Bills,Male,194711,2015,4
1864,"Ahmedabad, India",2014-10-28,Signature,Bills,Male,12123,2014,10
1865,"Ahmedabad, India",2014-05-23,Gold,Fuel,Female,225207,2014,5
1866,"Ahmedabad, India",2013-10-04,Gold,Entertainment,Female,78098,2013,10
1867,"Delhi, India",2013-12-13,Signature,Grocery,Female,105085,2013,12
1868,"Bengaluru, India",2014-02-27,Platinum,Grocery,Male,241392,2014,2
1869,"Delhi, India",2015-01-16,Gold,Grocery,Female,222024,2015,1
1870,"Delhi, India",2014-03-31,Platinum,Fuel,Female,198807,2014,3
1871,"Ahmedabad, India",2015-02-19,Signature,Grocery,Female,11298,2015,2
1872,"Ahmedabad, India",2015-01-12,Gold,Bills,Female,130845,2015,1
1873,"Delhi, India",2014-06-26,Silver,Grocery,Male,63014,2014,6
1874,"Delhi, India",2013-12-30,Gold,Grocery,Female,80497,2013,12
1875,"Greater Mumbai, India",2014-08-27,Gold,Entertainment,Male,215192,2014,8
1876,"Ahmedabad, India",2014-05-02,Gold,Food,Male,285051,2014,5
1877,"Greater Mumbai, India",2013-12-03,Silver,Grocery,Male,161138,2013,12
1878,"Ahmedabad, India",2013-10-14,Gold,Fuel,Male,61555,2013,10
1879,"Delhi, India",2015-05-23,Silver,Fuel,Male,59169,2015,5
1880,"Bengaluru, India",2014-06-27,Silver,Bills,Male,294655,2014,6
1881,"Greater Mumbai, India",2014-11-28,Signature,Grocery,Female,225540,2014,11
1882,"Greater Mumbai, India",2014-02-20,Platinum,Grocery,Male,299046,2014,2
1883,"Bengaluru, India",2014-05-11,Gold,Grocery,Male,180666,2014,5
1884,"Delhi, India",2013-12-23,Signature,Food,Female,64719,2013,12
1885,"Bengaluru, India",2015-04-23,Signature,Fuel,Male,81796,2015,4
1886,"Ahmedabad, India",2014-03-07,Silver,Grocery,Male,81520,2014,3
1887,"Ahmedabad, India",2015-04-22,Silver,Entertainment,Male,221574,2015,4
1888,"Ahmedabad, India",2014-11-16,Silver,Grocery,Male,270204,2014,11
1889,"Greater Mumbai, India",2015-03-25,Silver,Entertainment,Male,187337,2015,3
1890,"Delhi, India",2013-10-31,Signature,Entertainment,Female,84974,2013,10
1891,"Delhi, India",2014-08-14,Platinum,Entertainment,Female,292348,2014,8
1892,"Ahmedabad, India",2014-05-31,Silver,Food,Female,152506,2014,5
1893,"Bengaluru, India",2014-07-25,Signature,Food,Female,147759,2014,7
1894,"Bengaluru, India",2014-06-16,Signature,Grocery,Female,42060,2014,6
1895,"Greater Mumbai, India",2015-04-12,Silver,Entertainment,Female,168004,2015,4
1896,"Greater Mumbai, India",2014-02-19,Signature,Fuel,Male,261874,2014,2
1897,"Delhi, India",2015-02-09,Silver,Entertainment,Male,132513,2015,2
1898,"Delhi, India",2015-03-16,Platinum,Grocery,Male,138344,2015,3
1899,"Bengaluru, India",2014-04-04,Signature,Entertainment,Female,293796,2014,4
1900,"Delhi, India",2014-10-29,Platinum,Bills,Male,77354,2014,10
1901,"Bengaluru, India",2015-02-25,Signature,Bills,Male,284855,2015,2
1902,"Bengaluru, India",2014-02-24,Silver,Food,Female,207925,2014,2
1903,"Greater Mumbai, India",2015-05-16,Platinum,Fuel,Male,250456,2015,5
1904,"Delhi, India",2014-10-08,Gold,Fuel,Female,233611,2014,10
1905,"Ahmedabad, India",2013-12-26,Signature,Entertainment,Female,229041,2013,12
1906,"Delhi, India",2014-08-03,Signature,Food,Female,179471,2014,8
1907,"Greater Mumbai, India",2014-05-30,Silver,Food,Female,280463,2014,5
1908,"Bengaluru, India",2014-02-19,Silver,Fuel,Male,187374,2014,2
1909,"Delhi, India",2014-12-26,Signature,Bills,Female,260192,2014,12
1910,"Greater Mumbai, India",2014-02-06,Platinum,Fuel,Male,115347,2014,2
1911,"Delhi, India",2014-03-19,Signature,Fuel,Female,193059,2014,3
